label,category,latitude,longitude,commune_proche
Les voix du salon,SportsAndLeisurePlace,47.5579938,5.67993164,Damprichard
Imprimerie Chopard,CulturalSite,47.2469601,6.81042391,Damprichard
Lavoir du Quart Bourdon,CulturalSite,46.755184,4.64717567,Jougne
Vallée du Cusancin,Landform,47.324743,6.437563,Damprichard
Maxime Teste,CulturalSite,46.9553481,5.0327347,Jougne
Lac de Besain,Landform,46.77473,5.7998845,Jougne
La Forêt du Massacre,Landform,46.4279885,6.02119584,Jougne
Terrain de tennis à Saint-Laurent,SportsAndLeisurePlace,46.5748024,5.9542186,Jougne
Belvédère du Regardoir,Landform,46.446013,5.70732535,Jougne
Galerie des Moulins,CulturalSite,46.6010953,5.3100172,Jougne
Triptyque de Ternant,CulturalSite,46.7501983,3.83803009,Jougne
Planétarium de Mailly-le-Château,SportsAndLeisurePlace,47.5930486,3.6303404,Jougne
Hôtel de Ville de Paray-le-Monial,CulturalSite,46.4521059,4.12066179,Jougne
Location Bourgeois skis & raquettes,SportsAndLeisurePlace,46.66302,6.08302,Jougne
Parcours de santé,SportsAndLeisurePlace,48.12421,3.32613,Jougne
Ecuries de la Coue,SportsAndLeisurePlace,47.0133815,3.7354233,Jougne
Le Coeur équestre du Colombier,SportsAndLeisurePlace,47.3419341,4.8732166,Jougne
Ancien prieuré roman de Saint Lothain,CulturalSite,46.82497,5.64127,Jougne
"Explor Games® - Sigéric au pays des 4 Rivières - ""Albert la crosse et les brigands""",SportsAndLeisurePlace,47.6170945,5.51217343,Damprichard
Lavoir-abreuvoir place de la Fontaine,CulturalSite,47.9247687,3.84634405,Jougne
Faïencerie Georges,CulturalSite,46.9866745,3.1603636,Jougne
ENS - La Motte du Château,Landform,47.1427485,6.04458566,Damprichard
Église,CulturalSite,46.777138,6.337655,Damprichard
Église Saint-Renobert - Bellefontaine,CulturalSite,46.558612,6.06653847,Jougne
Location de barques - Tabac Presse Faure,SportsAndLeisurePlace,46.7736388,6.2810254,Damprichard
Plage du lac de Panthier,SportsAndLeisurePlace,47.2373579,4.62569216,Jougne
Massif de la Serre,Landform,47.198111,5.54603576,Jougne
Le Ranch des Jacinthes,SportsAndLeisurePlace,46.642443,4.606745,Jougne
Ancien Couvent des Augustins et Corps de garde,CulturalSite,47.3824086,2.9252801,Jougne
Galerie d'Art Espérance,CulturalSite,46.6143525,4.663446,Jougne
La Manufacture de Charolles,CulturalSite,46.4306825,4.2657451,Jougne
Les pelouses sèches des Monts de Gy,Landform,47.413374,5.814467,Damprichard
Crusader (Le Chevalier Croisé) - Emeric CHARCOSSET,SportsAndLeisurePlace,46.8376494,4.844,Jougne
Parc Aventure des Châtelaines,SportsAndLeisurePlace,47.4771686,3.9023163,Jougne
Eglise de Saint-Hymetière,CulturalSite,46.3602498,5.55515061,Jougne
Lavoir de Mortière,CulturalSite,46.7545655,4.67878375,Jougne
Rando Quad Alésia,SportsAndLeisurePlace,47.4770776,4.5102502,Jougne
AS Beines Sports Mécaniques,SportsAndLeisurePlace,47.8166555,3.6300853,Jougne
M. Jean-Paul Genty,SportsAndLeisurePlace,46.946323,4.3003866,Jougne
Expérience sensorielle coeur de Climats,SportsAndLeisurePlace,47.17573,4.95945,Jougne
Abbaye de Bithaine,CulturalSite,47.71,6.39859999,Damprichard
Lavoir de Vaux-en-Pré,CulturalSite,46.6260865,4.6001185,Jougne
Café-Théâtre Le Saint-Valentin,SportsAndLeisurePlace,47.4991237,4.1222108,Jougne
Buffet d'orgue de la Basilique Saint-Pierre,CulturalSite,47.8183333,6.38972222,Damprichard
Parc de Verneuil,CulturalSite,46.450921,4.12643711,Jougne
Eglise Saint-Laurent,CulturalSite,47.3126045,4.74514239,Jougne
Village de Commarin,CulturalSite,47.2566473,4.6479949,Jougne
Cathédrale Saint-Cyr Sainte-Julitte,CulturalSite,46.9865269,3.1574869,Jougne
Journée du patrimoine Théâtre municipal,CulturalSite,47.443382,5.59138,Damprichard
"Cani-rando ""Damien Langlois""",SportsAndLeisurePlace,46.619919,5.347472,Jougne
La Grange aux Fossiles,CulturalSite,47.12664,4.5981,Jougne
"Locavel, location de vélo",SportsAndLeisurePlace,47.5255863,6.14814942,Damprichard
L'atelier d'Aleth,CulturalSite,47.07957,5.50297,Jougne
Pressoirs des ducs de Bourgogne,CulturalSite,47.2920825,5.00048006,Jougne
Église Saint-Cyr-et-Sainte-Julitte,CulturalSite,46.7458746,5.90834856,Jougne
Yves Regaldi - Peintre et photographie,CulturalSite,47.091352,5.495079,Jougne
Tourbière de Champgazon,Landform,47.2068561,4.05304177,Jougne
Association Pays & Patrimoine en Bourgogne du Sud,SportsAndLeisurePlace,46.31037,4.829103,Jougne
Etang de Beauvernay,SportsAndLeisurePlace,46.2495011,4.2141705,Jougne
La Reine des Prés - Balade & Ateliers,SportsAndLeisurePlace,46.57259,5.43736,Jougne
Auxois Morvan Aventure,SportsAndLeisurePlace,47.418204,4.300717,Jougne
La Roseraie de Cluny,CulturalSite,46.4351617,4.66338957,Jougne
Association française du sapin de Noël naturel,CulturalSite,47.2755533,4.09843051,Jougne
Église Saint-Jean-Baptiste,CulturalSite,47.290479,4.400691,Jougne
Sentier botanique du Moulin de Vanneau,Landform,47.6212919,3.262792,Jougne
Yoshino,SportsAndLeisurePlace,47.8176,6.3802,Damprichard
Eglise Sainte Madeleine d'Avrée,CulturalSite,46.8189742,3.87044049,Jougne
Oeno Mélo,SportsAndLeisurePlace,47.6597821,3.7090768,Jougne
Ébénisterie - Marqueterie - Le Bois Plaisir,CulturalSite,46.9208687,6.3098879,Damprichard
Le Planoise de Novarina,SportsAndLeisurePlace,47.22286,5.97814,Damprichard
Spa & Institut Hôtel de Greuze,SportsAndLeisurePlace,46.566011,4.908542,Jougne
Alchimagic,SportsAndLeisurePlace,46.4677583,5.9711811,Jougne
Église Saint-Laurent,CulturalSite,47.1313726,4.48590561,Jougne
Eurovélo 6,SportsAndLeisurePlace,47.2298917,6.03047609,Damprichard
"""Livret-découverte"" du Creusot",CulturalSite,46.8056689,4.42310171,Jougne
Kim Ceramik,CulturalSite,46.8126519,5.6748647,Jougne
Bateau l'Audacieux,SportsAndLeisurePlace,47.4493154,5.58922454,Damprichard
Les Isabaux,SportsAndLeisurePlace,47.3780749,4.1553413,Jougne
"Atelier de la Closerie - Francine de Lavigne, céramiste raku",CulturalSite,47.1327687,4.4864513,Jougne
Château de Thil,CulturalSite,47.3851439,4.337223,Jougne
Ecodrome® de Dijon,SportsAndLeisurePlace,47.3009481,5.04669289,Jougne
Piscine Camille Muffat,SportsAndLeisurePlace,46.7682936,4.83431209,Jougne
Descente Canoe Kayak,SportsAndLeisurePlace,47.3187958,6.81280016,Damprichard
Salle d'Eckmühl,CulturalSite,47.795832,3.569951,Jougne
Source de l'Angillon,Landform,46.79339,5.97431,Jougne
Château des Bordes,CulturalSite,47.058831,3.21565699,Jougne
Le Creusot Vol Libre,SportsAndLeisurePlace,46.8142951,4.41360994,Jougne
Pécoud Sport. location-vente de skis,SportsAndLeisurePlace,46.7103302,6.19223572,Jougne
Ile du Girard,Landform,47.0327812,5.443681,Jougne
Centre d'interprétation d'Architecture et du Patrimoine - CIAP,CulturalSite,46.98768,3.15881,Jougne
Ville de Tannay,CulturalSite,47.3672766,3.5913967,Jougne
Amcl multisports et judo,SportsAndLeisurePlace,47.5216804,6.79639029,Damprichard
Elevage Frenchy,SportsAndLeisurePlace,46.669587,3.79228,Jougne
Takamaka Bourgogne - SARL Kelaventure,SportsAndLeisurePlace,47.3045238,3.9081862,Jougne
Itinérance nature,SportsAndLeisurePlace,46.75471,5.62593,Jougne
Bowling de Sens,SportsAndLeisurePlace,48.2089383,3.2763666,Jougne
Dijon Planeurs,SportsAndLeisurePlace,47.38537,4.94451,Jougne
Passerelle de Coeuillon,Landform,47.038098,3.659319,Jougne
SB Sophro Relax,SportsAndLeisurePlace,47.84118,6.4593,Damprichard
Balade avec les rapaces de Davy Lacroix,SportsAndLeisurePlace,46.583003,5.11636,Jougne
Point de vue Le Faux Verger,Landform,47.231908,6.76327315,Damprichard
Jardin des Chevannes,CulturalSite,47.0913384,5.4960823,Jougne
Association Marche Colette MAILLARD,SportsAndLeisurePlace,47.82555,5.82574,Damprichard
"Route touristique ""montagnes du jura""",Landform,46.902096,6.359085,Damprichard
Village du Livre,CulturalSite,46.559153,5.0015021,Jougne
Église Saint-Martin,CulturalSite,47.1817171,4.58200218,Jougne
Mireille GRANGER,CulturalSite,46.603477,4.80697587,Jougne
A CHACUN SON ESCAPADE,SportsAndLeisurePlace,47.1367544,4.9488603,Jougne
Eglise Saint-Denis,CulturalSite,46.4718501,4.59707568,Jougne
Eglise Saint-Blaise,CulturalSite,46.49093,4.58741,Jougne
Location de bateaux Le Boat,SportsAndLeisurePlace,46.8199259,3.45414335,Jougne
Visite du trésor de la Cathédrale Saint-Lazare,SportsAndLeisurePlace,46.94511,4.29945,Jougne
Spot de descente du Breuil,SportsAndLeisurePlace,47.2905244,4.036746,Jougne
Château de Vregille,CulturalSite,47.319132,5.891854,Damprichard
Écomusée de la Bresse bourguignonne,CulturalSite,46.8815591,5.26385482,Jougne
Cirque Équestre de Cocico,SportsAndLeisurePlace,47.8906854,3.0989985,Jougne
Piscine de Château-Chinon,SportsAndLeisurePlace,47.0569552,3.9244916,Jougne
Poney Club de l'Espérance,SportsAndLeisurePlace,47.5209999,3.09699988,Jougne
Taxi de l'Ermitage,SportsAndLeisurePlace,47.6521439,4.4314487,Jougne
Dancing Blue Davau,SportsAndLeisurePlace,47.3599925,4.2762654,Jougne
"Donzy, centre historique",CulturalSite,47.37102,3.12201,Jougne
"Visite Centre Infineo à destinations des groupes de professionnels (entreprises, élus, étudiants, associations…)",CulturalSite,46.975298,4.8974902,Jougne
CTOUTENCARTON,CulturalSite,47.858294,4.572941,Jougne
Sylvie Ayel,CulturalSite,47.4811,3.05691,Jougne
"Besançon à la Renaissance, Itinéraire 1",SportsAndLeisurePlace,47.2425215,6.0210892,Damprichard
Gtj à pied et à vtt (grande traversée du jura),SportsAndLeisurePlace,47.4283837,6.81555209,Damprichard
Chapelle Notre Dame de Grâce,CulturalSite,47.1352843,4.29984763,Jougne
Accueil-boutique et visites de l'Abbaye de Pontigny - SAS La Terre,SportsAndLeisurePlace,47.9099057,3.71300632,Jougne
Poterie du Trait Sur le Volume,CulturalSite,46.3061857,4.8261594,Jougne
Ferme équestre du Pont du Diable,SportsAndLeisurePlace,46.9563387,6.0071626,Jougne
Sculpture de Gargantua,CulturalSite,47.3888112,4.3072464,Jougne
Les ânes de Menou,SportsAndLeisurePlace,47.351463,3.27567,Jougne
Fonds documentaire Joseph Dufour,CulturalSite,46.3066071,4.59862001,Jougne
Soupe de la Sorcière à Montbard (et Saint-Rémy),SportsAndLeisurePlace,47.6338015,4.29909243,Jougne
Les écuries de la Gachenotte,SportsAndLeisurePlace,47.30375,5.60911,Jougne
Atelier des Neuf Portes,CulturalSite,46.9611827,4.5742044,Jougne
Les Animaux des Petits Bois,SportsAndLeisurePlace,46.6035097,5.31895441,Jougne
Ecopôle Suez centre est,CulturalSite,47.513863,3.940428,Jougne
Chapelle La Colombière,CulturalSite,46.4520286,4.12373542,Jougne
Les Sources de l'Yonne,Landform,46.9649093,4.01016304,Jougne
Eglise Sainte Madeleine,CulturalSite,47.2401132,6.01947784,Damprichard
Point de vue le Fondereau,Landform,47.2909493,6.81652574,Damprichard
Parc du château d'Arcelot,CulturalSite,47.368046,5.1931099,Jougne
Via Temporis,SportsAndLeisurePlace,46.83825,5.70927,Jougne
Musée François Pompon,CulturalSite,47.279555,4.229705,Jougne
Le chêne Babaud,Landform,47.10933,3.20255,Jougne
Belle Ô Naturel,SportsAndLeisurePlace,47.5236296,2.8817239,Jougne
Cascade de l'Audeux,Landform,47.251636,6.361617,Damprichard
Les salles XVIIIè du prieuré bénédictin,CulturalSite,47.1781476,3.0170077,Jougne
Musée du Patrimoine Culturel Philippe Makédonsky,CulturalSite,48.0305353,3.295642,Jougne
MP Institut,SportsAndLeisurePlace,46.94878,4.29862,Jougne
"Visite guidée de Marnay, CCBFC",SportsAndLeisurePlace,47.289858,5.77152,Damprichard
Médiathèque Henri Vincenot,CulturalSite,47.5422191,4.459767,Jougne
Le belvédère des Dappes,Landform,46.4456978,6.07017367,Jougne
Atelier du Prieuré,CulturalSite,46.8271655,4.5810893,Jougne
Lacs d'Étival,Landform,46.5064739,5.80461635,Jougne
Encadrement canoë kayak | Akila,SportsAndLeisurePlace,47.1041068,6.16280959,Damprichard
Dolmen d'aillevans,CulturalSite,47.5849208,6.40691757,Damprichard
Parcours de santé,SportsAndLeisurePlace,48.18147,3.2711,Jougne
Espace Culturel Louis Aragon (ECLA),CulturalSite,46.6416635,4.3672946,Jougne
Eglise d'Essert,CulturalSite,47.6390909,3.78790944,Jougne
Belvédère de Ponthoux,Landform,46.38452,5.7821,Jougne
Visite guidée : La tour de la Pelote,SportsAndLeisurePlace,47.2426968,6.02401169,Damprichard
La Clé des Champs,SportsAndLeisurePlace,46.220384,4.344855,Jougne
L'Atelier des Furieux,CulturalSite,46.9879012,5.8555644,Jougne
Hôtel-Dieu,CulturalSite,47.090146,5.4926159,Jougne
VALERIE BRASME,CulturalSite,46.5183207,4.5971861,Jougne
Jardins et parc du château de Barbirey,CulturalSite,47.2526596,4.7537592,Jougne
Programmation culturelle du Forum,SportsAndLeisurePlace,47.3975,5.31531,Jougne
Eglise Saint-André,CulturalSite,46.86617,4.64859,Jougne
Location de vélos au Relais des Moines,SportsAndLeisurePlace,47.5508834,6.43465717,Damprichard
Les Amis de l'ecole publique,SportsAndLeisurePlace,47.6167664,5.51324844,Damprichard
Aire de jeux pour enfants,SportsAndLeisurePlace,47.0533704,3.65417289,Jougne
Site Nordique de Saint-Laurent-en-Grandvaux,SportsAndLeisurePlace,46.5767551,5.96574962,Jougne
Centre équestre Le Bois d'Ambre,SportsAndLeisurePlace,47.2119662,5.80347479,Jougne
Binome,CulturalSite,46.798584,3.143716,Jougne
Eglise Saint-Vincent,CulturalSite,46.89929,5.08819,Jougne
Laurent Chassot - Visites Guidées 2 Bourgognes,SportsAndLeisurePlace,46.98016,5.57664,Jougne
Aéroclub du Grand Chalon,SportsAndLeisurePlace,46.8269482,4.82753578,Jougne
Jad'Évasion,SportsAndLeisurePlace,46.42401,5.39538,Jougne
Eglise de Colombier - Comberjon,CulturalSite,47.66376,6.20803,Damprichard
Atelier de cuisine végétarienne,SportsAndLeisurePlace,47.3221888,5.0236861,Jougne
Eglise Saint-Rémy,CulturalSite,46.51002,4.85724,Jougne
Espace Créateurs,CulturalSite,47.4633235,3.255551,Jougne
Site raquettes - Pontarlier - La Malmaison,SportsAndLeisurePlace,46.92273,6.38581,Damprichard
Association du Petit Train de Champignelles,SportsAndLeisurePlace,47.777862,3.0647968,Jougne
EXCURSIONS EN SIDE-CAR DANS LE VIGNOBLE - ESCAPADE EN CÔTE DE NUITS,SportsAndLeisurePlace,47.225962,4.96873899,Jougne
Reflet Bois,CulturalSite,46.79453,6.29995,Damprichard
La fée libellule,CulturalSite,46.50579,5.793122,Jougne
Église Saint-Martin,CulturalSite,46.8363886,4.35446736,Jougne
Patinoire/piste de roller de l'Espace des Mondes Polaires Paul-Émile Victor,SportsAndLeisurePlace,46.46083,6.02936,Jougne
Atelier Tiphaine Jacquinot,CulturalSite,46.95218,4.63465,Jougne
Atelier - Galerie Balata et Jullien,CulturalSite,47.5936118,3.6349717,Jougne
Cours à l'Atelier de Gustave,SportsAndLeisurePlace,47.1030204,6.152304,Damprichard
Dijon Running Tour,SportsAndLeisurePlace,47.324355,5.044676,Jougne
Jur'aventures - Enquête à Château-des-Prés,SportsAndLeisurePlace,46.49944,5.89933,Jougne
Juracath - Le lutin en balade,SportsAndLeisurePlace,46.73329,5.90869,Jougne
Histoire de Terroir,SportsAndLeisurePlace,46.279473,4.74503198,Jougne
Baladojura,SportsAndLeisurePlace,46.3893514,5.8586817,Jougne
Site Nordique de Morbier,SportsAndLeisurePlace,46.5854124,6.0593475,Jougne
Ecole de traîneaux - Too Mush,SportsAndLeisurePlace,46.704249,6.136819,Jougne
Escape Game Home,SportsAndLeisurePlace,46.72937,5.5829,Jougne
L'Enquêt'Heure Escape Game | Auxerre (89),SportsAndLeisurePlace,47.7934891,3.56927097,Jougne
Belvédère du lac de Vouglans,Landform,46.5072982,5.69244861,Jougne
Aéro-Club de Semur-en-Auxois,SportsAndLeisurePlace,47.4834214,4.34075954,Jougne
Le Parc Abbatial,CulturalSite,46.435756,4.65869705,Jougne
L'Ébauche,CulturalSite,47.0582762,6.67010378,Damprichard
Pêche au plan d'eau des bruyères,SportsAndLeisurePlace,46.5414883,6.0193551,Jougne
Site d'escalade - Chardonnay,SportsAndLeisurePlace,46.5171079,4.85808756,Jougne
Visite guidée de Lods,SportsAndLeisurePlace,47.043743,6.245246,Damprichard
Château du Lac,CulturalSite,46.3138985,4.0639925,Jougne
Maison de la chasse et de la nature,CulturalSite,47.2364,6.30563,Damprichard
Square Lechten,CulturalSite,47.642521,6.85662746,Damprichard
TNCO Téléski Nautique Côte-d'Or,SportsAndLeisurePlace,47.105711,4.949941,Jougne
Point de vue la Rançonnière,Landform,47.2177954,6.72017162,Damprichard
Château de Grandchamp,CulturalSite,47.8064603,3.1567389,Jougne
AB COACHING - COACH SPORTIF,SportsAndLeisurePlace,46.77497,6.35682,Damprichard
Lac de Vouglans,Landform,46.4697355,5.6735625,Jougne
Atelier Terre,CulturalSite,47.86263,3.97916,Jougne
Kit de réparation de vélos au Bureau d'Information Touristique,SportsAndLeisurePlace,46.7138036,4.703926,Jougne
Etang Communal,SportsAndLeisurePlace,46.8448388,5.26899965,Jougne
Base nautique de Lonot,SportsAndLeisurePlace,47.3536896,6.37975319,Damprichard
Mini-Golf de la Forêt de Givry,SportsAndLeisurePlace,46.7647529,4.7546068,Jougne
Espace d'orientation et de loisirs de Combe Noire,SportsAndLeisurePlace,46.810742,6.250878,Damprichard
Balade à poney au Bout du Monde - Les destriers du Bout du Monde,SportsAndLeisurePlace,46.9859029,4.64901361,Jougne
Lorraine Patoir,CulturalSite,47.7348,3.29539,Jougne
Le Toueur,CulturalSite,47.268373,4.5403302,Jougne
Musée de véhicules anciens,CulturalSite,46.6678104,5.57673679,Jougne
"Suivez le guide de la Ligue pour la Protection des Oisieaux, association de bénévoles passionnés par les oiseaux",SportsAndLeisurePlace,46.9804992,3.0934,Jougne
"Explor Games® - Sigéric au pays des 4 Rivières - ""le voyage de Roze""",SportsAndLeisurePlace,47.5904292,5.82510828,Damprichard
Parc Bellevue / Parc de la biodiversité,CulturalSite,46.7839073,4.8355404,Jougne
Equi'lien,SportsAndLeisurePlace,46.6035006,4.6870997,Jougne
Reculée de Montagna-le-Reconduit,Landform,46.458554,5.388351,Jougne
Unis vers nature,SportsAndLeisurePlace,46.3883553,5.4493076,Jougne
Maison des Ateliers,SportsAndLeisurePlace,46.29977,4.81962,Jougne
MAISON BILLY,SportsAndLeisurePlace,46.9509244,4.7927182,Jougne
"Belvédère ""La Madone""",Landform,46.5733839,5.4497958,Jougne
Eglise Notre Dame de l'Assomption,CulturalSite,46.88607,3.74638,Jougne
Eglise Saint Jean l'Evangéliste,CulturalSite,46.7888808,4.67644511,Jougne
Eglise Saint-Adrien de Mailly-Le-Château,CulturalSite,47.5963677,3.63750189,Jougne
Eglise Saint-Martin (Châtel-Moron),CulturalSite,46.7932793,4.64813197,Jougne
Site raquettes - Pontarlier - Les Granges Dessus,SportsAndLeisurePlace,46.87347,6.32579,Damprichard
Le Palladium,Landform,46.5704882,5.75296854,Jougne
Parc des Carrières Bacquin,CulturalSite,47.3264319,5.0201399,Jougne
Music'en brousse,SportsAndLeisurePlace,47.84363,5.92772,Damprichard
Art Delphin sculpteur,CulturalSite,46.2970938,4.26091655,Jougne
Domaine équestre du Nivernais,SportsAndLeisurePlace,47.042973,3.64391779,Jougne
Association SKIMO ou comment skier sur le massif du Haut Folin,SportsAndLeisurePlace,47.0280945,4.029799,Jougne
Atelier La Mallette - Lucie Deck,CulturalSite,47.8339155,4.70837408,Jougne
Musée de l'Espace des Mondes Polaires Paul-Émile Victor,CulturalSite,46.4610735,6.029491,Jougne
Musée du Vélo,CulturalSite,46.6790859,5.25218749,Jougne
Le cloître du Prieuré de La Charité-sur-Loire,CulturalSite,47.1779398,3.0171257,Jougne
Balades malicieuses,SportsAndLeisurePlace,47.37987,4.13114,Jougne
Eglise Sainte-Bernadette,CulturalSite,47.3312997,5.0650577,Jougne
Golf de Venarey-Les Laumes ''La Brenne'',SportsAndLeisurePlace,47.5425364,4.4491686,Jougne
Marqueterie Végétale,CulturalSite,47.3245431,5.0365367,Jougne
Les Chevaux de Beltane,SportsAndLeisurePlace,46.9764371,5.81980233,Jougne
Église Saint Étienne,CulturalSite,47.0732103,4.56062002,Jougne
Iris Galerie,CulturalSite,47.32236,5.04112,Jougne
Piscine du Parc,SportsAndLeisurePlace,47.6317348,6.83032035,Damprichard
Château Louis XI,CulturalSite,47.1918793,5.3843312,Jougne
Kriss Krea,CulturalSite,46.7406791,3.1443307,Jougne
Église de la nativité-de-saint-jean-baptiste,CulturalSite,46.828084,6.31194967,Damprichard
Cascade de la Vouivre,Landform,46.4141427,5.8729149,Jougne
Base de voile Jean-Marie Savet,SportsAndLeisurePlace,47.6304634,6.111434,Damprichard
Village de Baigneux-les-Juifs,CulturalSite,47.5989486,4.6495693,Jougne
Manufacture horlogère Utinam,CulturalSite,47.2360655,6.0270309,Damprichard
Europeche,SportsAndLeisurePlace,47.8515787,6.68367862,Damprichard
Château de Beaurepaire-en-Bresse,CulturalSite,46.6666612,5.38271527,Jougne
Moment céramique,CulturalSite,47.52784,3.07489,Jougne
Plage de Chancia,SportsAndLeisurePlace,46.3438107,5.6400552,Jougne
Les coffrets du Morvan,CulturalSite,47.1145799,3.705013,Jougne
Franck barbier - Vannier,CulturalSite,47.0351049,5.76730689,Jougne
Johann Marmier photographe,CulturalSite,47.2432,6.0217,Damprichard
Théâtre Bernard Blier,CulturalSite,46.9049963,6.35451793,Damprichard
MC Accompagnement,SportsAndLeisurePlace,46.2109257,4.16428709,Jougne
Château de Saint-Fargeau,CulturalSite,47.638787,3.071556,Jougne
Mont Pouilly,Landform,46.2876271,4.7227492,Jougne
Cours du Parc,CulturalSite,47.3043415,5.04799,Jougne
Paintball,SportsAndLeisurePlace,47.6145818,6.9032334,Damprichard
Musée de la Saône et des Gens de la Saône,CulturalSite,46.9990324,5.1458364,Jougne
Château et Donjon de Mailly-Le-Château,CulturalSite,47.5950618,3.63617688,Jougne
Safari Tours - Tour n°2 Côtes de Beaune,SportsAndLeisurePlace,47.02447,4.83564,Jougne
Lavoir,CulturalSite,47.3433774,4.7976127,Jougne
Médiathèque La Sereine,CulturalSite,47.3888117,4.307251,Jougne
Eglise de Saint-Florentin,CulturalSite,48.000332,3.729798,Jougne
Cours d'initiation à la dégustation au Domaine La Croix Montjoie,SportsAndLeisurePlace,47.4598757,3.8046291,Jougne
Le pic de l'Aigle,Landform,46.6179156,5.90494468,Jougne
Ecomusée de la Vigne et du Vin,CulturalSite,47.7768081,3.6507015,Jougne
Oratoire Notre Dame des Affligés,CulturalSite,47.0244685,6.32219979,Damprichard
Belvédère de Châtel Véron,Landform,46.8224368,6.1967021,Jougne
Collégiale Notre-Dame,CulturalSite,47.4907946,4.3320028,Jougne
Air Détente Montgolfière,SportsAndLeisurePlace,47.2315047,4.9079889,Jougne
Ludi-Bike au Fort des Rousses,SportsAndLeisurePlace,46.4830572,6.0614055,Jougne
Les gorges de la Bienne,Landform,46.4712267,5.91974411,Jougne
Bibliothèque,CulturalSite,47.19856,4.17365,Jougne
Bateau Vert Location,SportsAndLeisurePlace,46.4638743,5.68831829,Jougne
Vitipass en Mâconnais et Beaujolais,SportsAndLeisurePlace,46.3034809,4.832153,Jougne
Ferme du Petit Virey,SportsAndLeisurePlace,47.9007313,4.02280387,Jougne
Église Saint-Thibault,CulturalSite,47.217449,4.6406786,Jougne
La salle capitulaire du Prieuré de La Charité-sur-Loire,CulturalSite,47.1780018,3.017571,Jougne
Retour aux sources : circuit 2,SportsAndLeisurePlace,47.2425941,6.0212639,Damprichard
Base Nautique Lacs de Laives,SportsAndLeisurePlace,46.6679562,4.82204988,Jougne
Chorale ensemble ABC,SportsAndLeisurePlace,47.4990074,6.8248851,Damprichard
Musée Leblanc-Duvernoy,CulturalSite,47.7953341,3.566598,Jougne
Fontaine-lavoir Saint-Jean à Leffond,CulturalSite,47.619994,5.501966,Damprichard
Lons yoga studio - lys,SportsAndLeisurePlace,46.6715174,5.55182895,Jougne
Un monde de mains,CulturalSite,47.4243625,6.06949801,Damprichard
Eglise Saint Pierre,CulturalSite,47.08175,3.59853,Jougne
La Bourgogne à la carte - Autocars Morey Voyages,SportsAndLeisurePlace,47.3562461,5.0265216,Jougne
Alésia Viandes,CulturalSite,47.860549,4.571816,Jougne
Bateau Ville de Digoin,SportsAndLeisurePlace,46.4834776,3.98798394,Jougne
"Tâpissier d'ameublement, M Clergue Thierry",CulturalSite,46.9521673,4.6342775,Jougne
Pêche dans la Tille et l'Ignon,SportsAndLeisurePlace,47.52543,5.11037,Jougne
Goumois Evasion,SportsAndLeisurePlace,47.2523636,6.94535493,Damprichard
Les jardins de Fraîche-Comté,CulturalSite,47.1634427,5.8269011,Jougne
Le Jardin des Nouvelles,CulturalSite,46.9040434,5.7932862,Jougne
Location de courts de tennis,SportsAndLeisurePlace,46.7138198,4.70391322,Jougne
Les Écuries de la Croix des Bois,SportsAndLeisurePlace,47.5118541,3.7218862,Jougne
Domaine nordique - Morteau - Les Combes,SportsAndLeisurePlace,47.0597734,6.54476165,Damprichard
Musiques de l'Ébène,SportsAndLeisurePlace,47.94476,4.80369,Jougne
Le jardin des Mots,CulturalSite,47.69687,6.83528,Damprichard
Smashed,Landform,47.79513,3.57346,Jougne
Doucier Evasion,SportsAndLeisurePlace,46.6492085,5.77589938,Jougne
Base nautique de Voray-sur-l'Ognon (Voray CK),SportsAndLeisurePlace,47.3382936,6.0152961,Damprichard
Fun Parc Aventure,SportsAndLeisurePlace,46.9286965,3.0996037,Jougne
L'échauguette,CulturalSite,46.8297801,3.4594917,Jougne
Eglise Saint-Valérien,CulturalSite,46.6860913,4.67469513,Jougne
"Association - Comité culturel Loue Saugeais (théatre, son et lumière)",SportsAndLeisurePlace,46.9674266,6.40738964,Damprichard
Golf de Rougemont,SportsAndLeisurePlace,47.741917,6.983807,Damprichard
Espace multimedia Gantner,CulturalSite,47.5641056,6.91736185,Damprichard
Escape Game - Camping Le Bois Guillaume,SportsAndLeisurePlace,47.7577878,3.098692,Jougne
Port de la Saisse,SportsAndLeisurePlace,46.5796585,5.70108989,Jougne
Tour 46 - Expositions temporaires,CulturalSite,47.6377218,6.86189774,Damprichard
Eglise Saint-Cyr et Sainte-Julitte,CulturalSite,46.480343,4.785132,Jougne
Observatoire astronomique du Beuchot,SportsAndLeisurePlace,47.8364,6.30256,Damprichard
Visite guidée De Ville en Cave,SportsAndLeisurePlace,47.0227811,4.8366386,Jougne
Cité Internationale de la Gastronomie et du Vin,CulturalSite,47.3175688,5.03090931,Jougne
Musée d'Art Hôtel Sarret de Grozon,CulturalSite,46.9026146,5.7743414,Jougne
Societe de tir de montbeliard,SportsAndLeisurePlace,47.491735,6.655575,Damprichard
Lac de Viry,Landform,46.2780134,5.72264559,Jougne
Gros Sports,SportsAndLeisurePlace,46.3252855,5.89145471,Jougne
Étang de Bondilly - Baignade naturelle,SportsAndLeisurePlace,46.7524488,4.51280474,Jougne
Lézinnes Canoë-Kayak,SportsAndLeisurePlace,47.7985228,4.089076,Jougne
